left_context,right_context
"I am very much mistaken if your sex in general would not think such beauty, and such temper, the highest claims a woman could possess."""," ""To be sure!"""
"Better be without sense, than misapply it as you do."""," ""I have always thought it a very foolish intimacy,"" said Mr. Knightley presently, ""though I have kept my thoughts to myself; but I now perceive that it will be a very unfortunate one for Harriet."
"No--pray let her have time to look about her."""," ""We think so very differently on this point, Mr. Knightley, that there can be no use in canvassing it."
"Let her marry Robert Martin, and she is safe, respectable, and happy for ever; but if you encourage her to expect to marry greatly, and teach her to be satisfied with nothing less than a man of consequence and large fortune, she may be a parlour-boarder at Mrs. Goddard's all the rest of her life--or, at least, (for Harriet Smith is a girl who will marry somebody or other,) till she grow desperate, and is glad to catch at the old writing-master's son."""," ""Nonsense, errant nonsense, as ever was talked!"""
"She knows now what gentlemen are; and nothing but a gentleman in education and manner has any chance with Harriet."""," Emma made no answer, and tried to look cheerfully unconcerned, but was really feeling uncomfortable and wanting him very much to be gone."
The result of his thoughts appeared at last in these words., Emma laughed and disclaimed.
"He continued,"," ""I am very much obliged to you,"" said Emma, laughing again."
"I have heard him speak with great animation of a large family of young ladies that his sisters are intimate with, who have all twenty thousand pounds apiece."""," ""Good morning to you,""--said he, rising and walking off abruptly."
"I shall leave off while I am well.""","-said he, rising and walking off abruptly."
"They owed to him their two or three politest puzzles; and the joy and exultation with which at last he recalled, and rather sentimentally recited, that well-known charade,      My first doth affliction denote,       Which my second is destin'd to feel     And my whole is the best antidote       That affliction to soften and heal.--  made her quite sorry to acknowledge that they had transcribed it some pages ago already."," ""Oh no!"
"He called for a few moments, just to leave a piece of paper on the table containing, as he said, a charade, which a friend of his had addressed to a young lady, the object of his admiration, but which, from his manner, Emma was immediately convinced must be his own."," The speech was more to Emma than to Harriet, which Emma could understand."
"He was gone the next moment:--after another moment's pause,"," But Harriet was in a tremor, and could not touch it; and Emma, never loth to be first, was obliged to examine it herself."
"She cast her eye over it, pondered, caught the meaning, read it through again to be quite certain, and quite mistress of the lines, and then passing it to Harriet, sat happily smiling, and saying to herself, while Harriet was puzzling over the paper in all the confusion of hope and dulness,"," She was obliged to break off from these very pleasant observations, which were otherwise of a sort to run into great length, by the eagerness of Harriet's wondering questions."
"She was obliged to break off from these very pleasant observations, which were otherwise of a sort to run into great length, by the eagerness of Harriet's wondering questions.","      And woman, lovely woman, reigns alone."
"And woman, lovely woman, reigns alone.","      Behold him there, the monarch of the seas!"
"Behold him there, the monarch of the seas!"," ""Mermaids and sharks!"
"Miss Woodhouse, do you think we shall ever find it out?""","For Miss ------, read Miss Smith."
Give me the paper and listen.,"    My first displays the wealth and pomp of kings,       Lords of the earth!"
their luxury and ease.,"    Another view of man, my second brings;       Behold him there, the monarch of the seas!"
"Another view of man, my second brings;       Behold him there, the monarch of the seas!",   But ah!
"united,",hat reverse we have!
"Lord of the earth and sea, he bends a slave,       And woman, lovely woman, reigns alone.", Harriet could not long resist so delightful a persuasion.
Emma spoke for her.," ""Dear Miss Woodhouse!"""
"This, Harriet, is an alliance which can never raise a blush in either of us.""","was all that Harriet, with many tender embraces could articulate at first; but when they did arrive at something more like conversation, it was sufficiently clear to her friend that she saw, felt, anticipated, and remembered just as she ought."
Mr. Elton's superiority had very ample acknowledgment.," ""I cannot make a question, or listen to a question about that."
"Dear me, how clever!--Could it really be meant for me?"""," ""It is a sort of thing which nobody could have expected."
"It is a sort of prologue to the play, a motto to the chapter; and will be soon followed by matter-of-fact prose."""," ""When Miss Smiths and Mr. Eltons get acquainted--they do indeed--and really it is strange; it is out of the common course that what is so evidently, so palpably desirable--what courts the pre-arrangement of other people, should so immediately shape itself into the proper form."
