left_context,right_context
"Part of her meaning was to conceal some favourite thoughts of her own and Mr. Weston's on the subject, as much as possible. There were wishes at Randalls respecting Emma's destiny, but it was not desirable to have them suspected; and the quiet transition which Mr. Knightley soon afterwards made to","convinced her that he had nothing more to say or surmise about Hartfield. CHAPTER VI   Emma could not feel a doubt of having given Harriet's fancy a proper direction and raised the gratitude of her young vanity to a very good purpose, for she found her decidedly more sensible than before of Mr. Elton's being a remarkably handsome man, with most agreeable manners; and as she had no hesitation in following up the assurance of his admiration by agreeable hints, she was soon pretty confident of creating as much liking on Harriet's side, as there could be any occasion for."
"He talked of Harriet, and praised her so warmly, that she could not suppose any thing wanting which a little time would not add. His perception of the striking improvement of Harriet's manner, since her introduction at Hartfield, was not one of the least agreeable proofs of his growing attachment."," ""I am glad you think I have been useful to her; but Harriet only wanted drawing out, and receiving a few, very few hints. She had all the natural grace of sweetness of temper and artlessness in herself."
"""You have given Miss Smith all that she required,"" said he; ""you have made her graceful and easy. She was a beautiful creature when she came to you, but, in my opinion, the attractions you have added are infinitely superior to what she received from nature."""," ""If it were admissible to contradict a lady,"" said the gallant Mr. Elton--  ""I have perhaps given her a little more decision of character, have taught her to think on points which had not fallen in her way before."" ""Exactly so; that is what principally strikes me."
"She had all the natural grace of sweetness of temper and artlessness in herself. I have done very little.""","said the gallant Mr. Elton--  ""I have perhaps given her a little more decision of character, have taught her to think on points which had not fallen in her way before."" ""Exactly so; that is what principally strikes me."
"I have done very little."" ""If it were admissible to contradict a lady,"" said the gallant Mr. Elton--"," ""Exactly so; that is what principally strikes me. So much superadded decision of character!"
"I have done very little."" ""If it were admissible to contradict a lady,"" said the gallant Mr. Elton--  ""I have perhaps given her a little more decision of character, have taught her to think on points which had not fallen in her way before."""," ""Great has been the pleasure, I am sure. I never met with a disposition more truly amiable."""
"So much superadded decision of character! Skilful has been the hand!"""," ""I have no doubt of it."" And it was spoken with a sort of sighing animation, which had a vast deal of the lover."
"""Great has been the pleasure, I am sure. I never met with a disposition more truly amiable.""","And it was spoken with a sort of sighing animation, which had a vast deal of the lover. She was not less pleased another day with the manner in which he seconded a sudden wish of hers, to have Harriet's picture."
"And it was spoken with a sort of sighing animation, which had a vast deal of the lover. She was not less pleased another day with the manner in which he seconded a sudden wish of hers, to have Harriet's picture."," Harriet was on the point of leaving the room, and only stopt to say, with a very interesting naivete,  ""Oh! dear, no, never."""
"said she: ""did you ever sit for your picture?"" Harriet was on the point of leaving the room, and only stopt to say, with a very interesting naivete,"," No sooner was she out of sight, than Emma exclaimed,  ""What an exquisite possession a good picture of her would be! I would give any money for it."
"dear, no, never."" No sooner was she out of sight, than Emma exclaimed,"," ""Let me entreat you,"" cried Mr. Elton; ""it would indeed be a delight! Let me entreat you, Miss Woodhouse, to exercise so charming a talent in favour of your friend."
"But really, I could almost venture, if Harriet would sit to me. It would be such a delight to have her picture!"""," Yes, good man!--thought Emma--but what has all that to do with taking likenesses? You know nothing of drawing."
Don't pretend to be in raptures about mine. Keep your raptures for Harriet's face.," ""Exactly so--The shape of the eye and the lines about the mouth--I have not a doubt of your success. Pray, pray attempt it."
"""Well, if you give me such kind encouragement, Mr. Elton, I believe I shall try what I can do. Harriet's features are very delicate, which makes a likeness difficult; and yet there is a peculiarity in the shape of the eye and the lines about the mouth which one ought to catch."""," ""But I am afraid, Mr. Elton, Harriet will not like to sit. She thinks so little of her own beauty."
